,index,Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,day,National confirmed cumulative,National confirmed new,National recovered cumulative,National recovered new,National deceased cumulative,National deceased new
945,945,946,2020-04-14,5:00 PM,Manipur,-,-,1,0,2,75,10469,0,1057,0,351,0
946,946,947,2020-04-14,5:00 PM,Meghalaya,-,-,0,0,1,75,10470,1,1057,0,351,0
947,947,948,2020-04-14,5:00 PM,Mizoram,-,-,0,0,1,75,10470,0,1057,0,351,0
948,948,949,2020-04-14,5:00 PM,Nagaland,-,-,0,0,1,75,10470,0,1057,0,351,0
949,949,950,2020-04-14,5:00 PM,Odisha,-,-,18,1,55,75,10471,1,1063,6,351,0
950,950,951,2020-04-14,5:00 PM,Puducherry,-,-,1,0,7,75,10471,0,1063,0,351,0
951,951,952,2020-04-14,5:00 PM,Punjab,-,-,14,12,176,75,10480,9,1063,0,352,1
952,952,953,2020-04-14,5:00 PM,Rajasthan,-,-,133,3,879,75,10547,67,1175,112,352,0
953,953,954,2020-04-14,5:00 PM,Tamil Nadu,-,-,58,11,1173,75,10645,98,1183,8,352,0
954,954,955,2020-04-14,5:00 PM,Telengana,-,-,100,17,624,75,10707,62,1183,0,353,1
955,955,956,2020-04-14,5:00 PM,Tripura,-,-,0,0,2,75,10707,0,1183,0,353,0
956,956,957,2020-04-14,5:00 PM,Uttarakhand,-,-,7,0,35,75,10707,0,1185,2,353,0
957,957,958,2020-04-14,5:00 PM,Uttar Pradesh,-,-,49,5,657,75,10881,174,1187,2,353,0
958,958,959,2020-04-14,5:00 PM,West Bengal,-,-,36,7,190,75,10919,38,1194,7,353,0
959,959,960,2020-04-15,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,76,10919,0,1194,0,353,0
960,960,961,2020-04-15,5:00 PM,Andhra Pradesh,-,-,16,9,503,76,10949,30,1196,2,353,0
961,961,962,2020-04-15,5:00 PM,Arunachal Pradesh,-,-,0,0,1,76,10949,0,1196,0,353,0
962,962,963,2020-04-15,5:00 PM,Assam,-,-,0,1,33,76,10951,2,1196,0,353,0
963,963,964,2020-04-15,5:00 PM,Bihar,-,-,29,1,70,76,10955,4,1199,3,353,0
964,964,965,2020-04-15,5:00 PM,Chandigarh,-,-,7,0,21,76,10955,0,1199,0,353,0
965,965,966,2020-04-15,5:00 PM,Chhattisgarh,-,-,13,0,33,76,10957,2,1202,3,353,0
966,966,967,2020-04-15,5:00 PM,Delhi,-,-,30,30,1561,76,11008,51,1202,0,355,2
967,967,968,2020-04-15,5:00 PM,Goa,-,-,5,0,7,76,11008,0,1202,0,355,0
968,968,969,2020-04-15,5:00 PM,Gujarat,-,-,59,30,695,76,11086,78,1206,4,359,4
969,969,970,2020-04-15,5:00 PM,Haryana,-,-,34,3,199,76,11086,0,1206,0,359,0
970,970,971,2020-04-15,5:00 PM,Himachal Pradesh,-,-,13,1,33,76,11087,1,1206,0,359,0
971,971,972,2020-04-15,5:00 PM,Jammu and Kashmir,-,-,30,4,278,76,11095,8,1220,14,359,0
972,972,973,2020-04-15,5:00 PM,Jharkhand,-,-,0,2,27,76,11098,3,1220,0,359,0
973,973,974,2020-04-15,5:00 PM,Karnataka,-,-,75,11,277,76,11117,19,1230,10,361,2
974,974,975,2020-04-15,5:00 PM,Kerala,-,-,211,3,387,76,11125,8,1243,13,361,0
975,975,976,2020-04-15,5:00 PM,Ladakh,-,-,10,0,17,76,11127,2,1243,0,361,0
976,976,977,2020-04-15,5:00 PM,Madhya Pradesh,-,-,64,53,987,76,11384,257,1256,13,364,3
977,977,978,2020-04-15,5:00 PM,Maharashtra,-,-,259,178,2687,76,11734,350,1286,30,382,18
978,978,979,2020-04-15,5:00 PM,Manipur,-,-,1,0,2,76,11734,0,1286,0,382,0
979,979,980,2020-04-15,5:00 PM,Meghalaya,-,-,0,1,7,76,11740,6,1286,0,383,1
980,980,981,2020-04-15,5:00 PM,Mizoram,-,-,0,0,1,76,11740,0,1286,0,383,0
981,981,982,2020-04-15,5:00 PM,Nagaland#,-,-,0,0,0,76,11740,0,1286,0,383,0
982,982,983,2020-04-15,5:00 PM,Odisha,-,-,18,1,60,76,11745,5,1286,0,383,0
983,983,984,2020-04-15,5:00 PM,Puducherry,-,-,1,0,7,76,11745,0,1286,0,383,0
984,984,985,2020-04-15,5:00 PM,Punjab,-,-,14,13,186,76,11755,10,1286,0,384,1
985,985,986,2020-04-15,5:00 PM,Rajasthan,-,-,147,3,1005,76,11881,126,1300,14,384,0
986,986,987,2020-04-15,5:00 PM,Tamil Nadu,-,-,81,12,1204,76,11912,31,1323,23,385,1
987,987,988,2020-04-15,5:00 PM,Telengana,-,-,120,18,647,76,11935,23,1343,20,386,1
988,988,989,2020-04-15,5:00 PM,Tripura,-,-,0,0,2,76,11935,0,1343,0,386,0
989,989,990,2020-04-15,5:00 PM,Uttarakhand,-,-,9,0,37,76,11937,2,1345,2,386,0
990,990,991,2020-04-15,5:00 PM,Uttar Pradesh,-,-,51,11,735,76,12015,78,1347,2,392,6
991,991,992,2020-04-15,5:00 PM,West Bengal,-,-,37,7,213,76,12038,23,1348,1,392,0
992,992,993,2020-04-16,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,77,12038,0,1348,0,392,0
993,993,994,2020-04-16,5:00 PM,Andhra Pradesh,-,-,20,14,534,77,12069,31,1352,4,397,5
994,994,995,2020-04-16,5:00 PM,Arunachal Pradesh,-,-,0,0,1,77,12069,0,1352,0,397,0
995,995,996,2020-04-16,5:00 PM,Assam,-,-,5,1,33,77,12069,0,1357,5,397,0
996,996,997,2020-04-16,5:00 PM,Bihar,-,-,29,1,74,77,12073,4,1357,0,397,0
997,997,998,2020-04-16,5:00 PM,Chandigarh,-,-,7,0,21,77,12073,0,1357,0,397,0
998,998,999,2020-04-16,5:00 PM,Chhattisgarh,-,-,17,0,33,77,12073,0,1361,4,397,0
999,999,1000,2020-04-16,5:00 PM,Delhi,-,-,42,32,1578,77,12090,17,1373,12,399,2
1000,1000,1001,2020-04-16,5:00 PM,Goa,-,-,5,0,7,77,12090,0,1373,0,399,0
1001,1001,1002,2020-04-16,5:00 PM,Gujarat,-,-,64,36,871,77,12266,176,1378,5,405,6
1002,1002,1003,2020-04-16,5:00 PM,Haryana,-,-,43,3,205,77,12272,6,1387,9,405,0
1003,1003,1004,2020-04-16,5:00 PM,Himachal Pradesh,-,-,16,1,35,77,12274,2,1390,3,405,0
1004,1004,1005,2020-04-16,5:00 PM,Jammu and Kashmir,-,-,36,4,300,77,12296,22,1396,6,405,0
1005,1005,1006,2020-04-16,5:00 PM,Jharkhand,-,-,0,2,28,77,12297,1,1396,0,405,0
1006,1006,1007,2020-04-16,5:00 PM,Karnataka,-,-,82,13,315,77,12335,38,1403,7,407,2
1007,1007,1008,2020-04-16,5:00 PM,Kerala,-,-,218,3,388,77,12336,1,1410,7,407,0
1008,1008,1009,2020-04-16,5:00 PM,Ladakh,-,-,10,0,17,77,12336,0,1410,0,407,0
1009,1009,1010,2020-04-16,5:00 PM,Madhya Pradesh,-,-,64,53,1120,77,12469,133,1410,0,407,0
1010,1010,1011,2020-04-16,5:00 PM,Maharashtra,-,-,295,187,2919,77,12701,232,1446,36,416,9
1011,1011,1012,2020-04-16,5:00 PM,Manipur,-,-,1,0,2,77,12701,0,1446,0,416,0
1012,1012,1013,2020-04-16,5:00 PM,Meghalaya,-,-,0,1,7,77,12701,0,1446,0,416,0
1013,1013,1014,2020-04-16,5:00 PM,Mizoram,-,-,0,0,1,77,12701,0,1446,0,416,0
1014,1014,1015,2020-04-16,5:00 PM,Nagaland#,-,-,0,0,0,77,12701,0,1446,0,416,0
1015,1015,1016,2020-04-16,5:00 PM,Odisha,-,-,18,1,60,77,12701,0,1446,0,416,0
1016,1016,1017,2020-04-16,5:00 PM,Puducherry,-,-,1,0,7,77,12701,0,1446,0,416,0
1017,1017,1018,2020-04-16,5:00 PM,Punjab,-,-,27,13,186,77,12701,0,1459,13,416,0
1018,1018,1019,2020-04-16,5:00 PM,Rajasthan,-,-,147,3,1023,77,12719,18,1459,0,416,0
1019,1019,1020,2020-04-16,5:00 PM,Tamil Nadu,-,-,118,14,1242,77,12757,38,1496,37,418,2
1020,1020,1021,2020-04-16,5:00 PM,Telengana,-,-,120,18,698,77,12808,51,1496,0,418,0
1021,1021,1022,2020-04-16,5:00 PM,Tripura,-,-,1,0,2,77,12808,0,1497,1,418,0
1022,1022,1023,2020-04-16,5:00 PM,Uttarakhand,-,-,9,0,37,77,12808,0,1497,0,418,0
1023,1023,1024,2020-04-16,5:00 PM,Uttar Pradesh,-,-,68,13,773,77,12846,38,1514,17,420,2
1024,1024,1025,2020-04-16,5:00 PM,West Bengal,-,-,42,7,231,77,12864,18,1519,5,420,0
1025,1025,1026,2020-04-17,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,78,12864,0,1519,0,420,0
1026,1026,1027,2020-04-17,5:00 PM,Andhra Pradesh,-,-,36,14,572,78,12902,38,1535,16,420,0
1027,1027,1028,2020-04-17,5:00 PM,Arunachal Pradesh,-,-,0,0,1,78,12902,0,1535,0,420,0
1028,1028,1029,2020-04-17,5:00 PM,Assam,-,-,5,1,35,78,12904,2,1535,0,420,0
1029,1029,1030,2020-04-17,5:00 PM,Bihar,-,-,37,1,83,78,12913,9,1543,8,420,0
1030,1030,1031,2020-04-17,5:00 PM,Chandigarh,-,-,9,0,21,78,12913,0,1545,2,420,0
1031,1031,1032,2020-04-17,5:00 PM,Chhattisgarh,-,-,23,0,36,78,12916,3,1551,6,420,0
1032,1032,1033,2020-04-17,5:00 PM,Delhi,-,-,51,38,1640,78,12978,62,1560,9,426,6
1033,1033,1034,2020-04-17,5:00 PM,Goa,-,-,6,0,7,78,12978,0,1561,1,426,0
1034,1034,1035,2020-04-17,5:00 PM,Gujarat,-,-,74,38,1021,78,13128,150,1571,10,428,2
1035,1035,1036,2020-04-17,5:00 PM,Haryana,-,-,43,3,205,78,13128,0,1571,0,428,0
1036,1036,1037,2020-04-17,5:00 PM,Himachal Pradesh,-,-,16,1,35,78,13128,0,1571,0,428,0
1037,1037,1038,2020-04-17,5:00 PM,Jammu and Kashmir,-,-,38,4,314,78,13142,14,1573,2,428,0
1038,1038,1039,2020-04-17,5:00 PM,Jharkhand,-,-,0,2,29,78,13143,1,1573,0,428,0
1039,1039,1040,2020-04-17,5:00 PM,Karnataka,-,-,82,13,353,78,13181,38,1573,0,428,0
1040,1040,1041,2020-04-17,5:00 PM,Kerala,-,-,245,3,395,78,13188,7,1600,27,428,0
1041,1041,1042,2020-04-17,5:00 PM,Ladakh,-,-,14,0,18,78,13189,1,1604,4,428,0
1042,1042,1043,2020-04-17,5:00 PM,Madhya Pradesh,-,-,65,57,1308,78,13377,188,1605,1,432,4
1043,1043,1044,2020-04-17,5:00 PM,Maharashtra,-,-,300,194,3205,78,13663,286,1610,5,439,7
1044,1044,1045,2020-04-17,5:00 PM,Manipur,-,-,1,0,2,78,13663,0,1610,0,439,0
1045,1045,1046,2020-04-17,5:00 PM,Meghalaya,-,-,0,1,9,78,13665,2,1610,0,439,0
1046,1046,1047,2020-04-17,5:00 PM,Mizoram,-,-,0,0,1,78,13665,0,1610,0,439,0
1047,1047,1048,2020-04-17,5:00 PM,Nagaland#,-,-,0,0,0,78,13665,0,1610,0,439,0
1048,1048,1049,2020-04-17,5:00 PM,Odisha,-,-,19,1,60,78,13665,0,1611,1,439,0
1049,1049,1050,2020-04-17,5:00 PM,Puducherry,-,-,1,0,7,78,13665,0,1611,0,439,0
1050,1050,1051,2020-04-17,5:00 PM,Punjab,-,-,27,13,186,78,13665,0,1611,0,439,0
1051,1051,1052,2020-04-17,5:00 PM,Rajasthan,-,-,164,11,1131,78,13773,108,1628,17,447,8
1052,1052,1053,2020-04-17,5:00 PM,Tamil Nadu,-,-,180,15,1267,78,13798,25,1690,62,448,1
1053,1053,1054,2020-04-17,5:00 PM,Telengana,-,-,186,18,743,78,13843,45,1756,66,448,0
1054,1054,1055,2020-04-17,5:00 PM,Tripura,-,-,1,0,2,78,13843,0,1756,0,448,0
1055,1055,1056,2020-04-17,5:00 PM,Uttarakhand,-,-,9,0,37,78,13843,0,1756,0,448,0
1056,1056,1057,2020-04-17,5:00 PM,Uttar Pradesh,-,-,74,14,846,78,13916,73,1762,6,449,1
1057,1057,1058,2020-04-17,5:00 PM,West Bengal,-,-,51,10,255,78,13940,24,1771,9,452,3
1058,1058,1059,2020-04-18,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,12,79,13941,1,1772,1,452,0
1059,1059,1060,2020-04-18,5:00 PM,Andhra Pradesh,-,-,42,15,603,79,13972,31,1778,6,453,1
1060,1060,1061,2020-04-18,5:00 PM,Arunachal Pradesh,-,-,0,0,1,79,13972,0,1778,0,453,0
1061,1061,1062,2020-04-18,5:00 PM,Assam,-,-,9,1,35,79,13972,0,1782,4,453,0
1062,1062,1063,2020-04-18,5:00 PM,Bihar,-,-,37,2,85,79,13974,2,1782,0,454,1
1063,1063,1064,2020-04-18,5:00 PM,Chandigarh,-,-,9,0,21,79,13974,0,1782,0,454,0
1064,1064,1065,2020-04-18,5:00 PM,Chhattisgarh,-,-,24,0,36,79,13974,0,1783,1,454,0
1065,1065,1066,2020-04-18,5:00 PM,Delhi,-,-,72,42,1707,79,14041,67,1804,21,458,4
1066,1066,1067,2020-04-18,5:00 PM,Goa,-,-,6,0,7,79,14041,0,1804,0,458,0
1067,1067,1068,2020-04-18,5:00 PM,Gujarat,-,-,88,48,1272,79,14292,251,1818,14,468,10
1068,1068,1069,2020-04-18,5:00 PM,Haryana,-,-,43,3,225,79,14312,20,1818,0,468,0
1069,1069,1070,2020-04-18,5:00 PM,Himachal Pradesh,-,-,16,1,38,79,14315,3,1818,0,468,0
1070,1070,1071,2020-04-18,5:00 PM,Jammu and Kashmir,-,-,42,5,328,79,14329,14,1822,4,469,1
1071,1071,1072,2020-04-18,5:00 PM,Jharkhand,-,-,0,2,33,79,14333,4,1822,0,469,0
1072,1072,1073,2020-04-18,5:00 PM,Karnataka,-,-,92,13,371,79,14351,18,1832,10,469,0
1073,1073,1074,2020-04-18,5:00 PM,Kerala,-,-,255,3,396,79,14352,1,1842,10,469,0
1074,1074,1075,2020-04-18,5:00 PM,Ladakh,-,-,14,0,18,79,14352,0,1842,0,469,0
1075,1075,1076,2020-04-18,5:00 PM,Madhya Pradesh,-,-,69,69,1355,79,14399,47,1846,4,481,12
1076,1076,1077,2020-04-18,5:00 PM,Maharashtra,-,-,331,201,3323,79,14517,118,1877,31,488,7
1077,1077,1078,2020-04-18,5:00 PM,Manipur,-,-,1,0,2,79,14517,0,1877,0,488,0
1078,1078,1079,2020-04-18,5:00 PM,Meghalaya,-,-,0,1,11,79,14519,2,1877,0,488,0
1079,1079,1080,2020-04-18,5:00 PM,Mizoram,-,-,0,0,1,79,14519,0,1877,0,488,0
1080,1080,1081,2020-04-18,5:00 PM,Nagaland#,-,-,0,0,0,79,14519,0,1877,0,488,0
1081,1081,1082,2020-04-18,5:00 PM,Odisha,-,-,21,1,60,79,14519,0,1879,2,488,0
1082,1082,1083,2020-04-18,5:00 PM,Puducherry,-,-,3,0,7,79,14519,0,1881,2,488,0
1083,1083,1084,2020-04-18,5:00 PM,Punjab,-,-,27,13,202,79,14535,16,1881,0,488,0
1084,1084,1085,2020-04-18,5:00 PM,Rajasthan,-,-,183,11,1229,79,14633,98,1900,19,488,0
1085,1085,1086,2020-04-18,5:00 PM,Tamil Nadu,-,-,283,15,1323,79,14689,56,2003,103,488,0
1086,1086,1087,2020-04-18,5:00 PM,Telengana,-,-,186,18,791,79,14737,48,2003,0,488,0
1087,1087,1088,2020-04-18,5:00 PM,Tripura,-,-,1,0,2,79,14737,0,2003,0,488,0
1088,1088,1089,2020-04-18,5:00 PM,Uttarakhand,-,-,9,0,42,79,14742,5,2003,0,488,0
1089,1089,1090,2020-04-18,5:00 PM,Uttar Pradesh,-,-,86,14,969,79,14865,123,2015,12,488,0
1090,1090,1091,2020-04-18,5:00 PM,West Bengal,-,-,55,10,287,79,14897,32,2019,4,488,0
1091,1091,1092,2020-04-19,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,14,80,14899,2,2019,0,488,0
1092,1092,1093,2020-04-19,5:00 PM,Andhra Pradesh,-,-,42,15,603,80,14899,0,2019,0,488,0
1093,1093,1094,2020-04-19,5:00 PM,Arunachal Pradesh,-,-,0,0,1,80,14899,0,2019,0,488,0
1094,1094,1095,2020-04-19,5:00 PM,Assam,-,-,12,1,35,80,14899,0,2022,3,488,0
1095,1095,1096,2020-04-19,5:00 PM,Bihar,-,-,37,2,86,80,14900,1,2022,0,488,0
1096,1096,1097,2020-04-19,5:00 PM,Chandigarh,-,-,10,0,23,80,14902,2,2023,1,488,0
1097,1097,1098,2020-04-19,5:00 PM,Chhattisgarh,-,-,24,0,36,80,14902,0,2023,0,488,0
1098,1098,1099,2020-04-19,5:00 PM,Delhi,-,-,72,43,1893,80,15088,186,2023,0,489,1
1099,1099,1100,2020-04-19,5:00 PM,Goa,-,-,6,0,7,80,15088,0,2023,0,489,0
1100,1100,1101,2020-04-19,5:00 PM,Gujarat,-,-,94,58,1604,80,15420,332,2029,6,499,10
1101,1101,1102,2020-04-19,5:00 PM,Haryana,-,-,87,3,233,80,15428,8,2073,44,499,0
1102,1102,1103,2020-04-19,5:00 PM,Himachal Pradesh,-,-,16,1,39,80,15429,1,2073,0,499,0
1103,1103,1104,2020-04-19,5:00 PM,Jammu and Kashmir,-,-,51,5,341,80,15442,13,2082,9,499,0
1104,1104,1105,2020-04-19,5:00 PM,Jharkhand,-,-,0,2,35,80,15444,2,2082,0,499,0
1105,1105,1106,2020-04-19,5:00 PM,Karnataka,-,-,104,14,384,80,15457,13,2094,12,500,1
1106,1106,1107,2020-04-19,5:00 PM,Kerala,-,-,257,3,400,80,15461,4,2096,2,500,0
1107,1107,1108,2020-04-19,5:00 PM,Ladakh,-,-,14,0,18,80,15461,0,2096,0,500,0
1108,1108,1109,2020-04-19,5:00 PM,Madhya Pradesh,-,-,127,70,1407,80,15513,52,2154,58,501,1
1109,1109,1110,2020-04-19,5:00 PM,Maharashtra,-,-,365,211,3651,80,15841,328,2188,34,511,10
1110,1110,1111,2020-04-19,5:00 PM,Manipur,-,-,1,0,2,80,15841,0,2188,0,511,0
1111,1111,1112,2020-04-19,5:00 PM,Meghalaya,-,-,0,1,11,80,15841,0,2188,0,511,0
1112,1112,1113,2020-04-19,5:00 PM,Mizoram,-,-,0,0,1,80,15841,0,2188,0,511,0
1113,1113,1114,2020-04-19,5:00 PM,Nagaland#,-,-,0,0,0,80,15841,0,2188,0,511,0
1114,1114,1115,2020-04-19,5:00 PM,Odisha,-,-,24,1,61,80,15842,1,2191,3,511,0
1115,1115,1116,2020-04-19,5:00 PM,Puducherry,-,-,3,0,7,80,15842,0,2191,0,511,0
1116,1116,1117,2020-04-19,5:00 PM,Punjab,-,-,31,16,219,80,15859,17,2195,4,514,3
1117,1117,1118,2020-04-19,5:00 PM,Rajasthan,-,-,183,11,1351,80,15981,122,2195,0,514,0
1118,1118,1119,2020-04-19,5:00 PM,Tamil Nadu,-,-,365,15,1372,80,16030,49,2277,82,514,0
1119,1119,1120,2020-04-19,5:00 PM,Telengana,-,-,186,18,844,80,16083,53,2277,0,514,0
1120,1120,1121,2020-04-19,5:00 PM,Tripura,-,-,1,0,2,80,16083,0,2277,0,514,0
1121,1121,1122,2020-04-19,5:00 PM,Uttarakhand,-,-,9,0,42,80,16083,0,2277,0,514,0
1122,1122,1123,2020-04-19,5:00 PM,Uttar Pradesh,-,-,108,17,1084,80,16198,115,2299,22,517,3
1123,1123,1124,2020-04-19,5:00 PM,West Bengal,-,-,62,12,310,80,16221,23,2306,7,519,2
1124,1124,1125,2020-04-20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,15,81,16222,1,2306,0,519,0
1125,1125,1126,2020-04-20,5:00 PM,Andhra Pradesh,-,-,92,20,722,81,16341,119,2356,50,524,5
1126,1126,1127,2020-04-20,5:00 PM,Arunachal Pradesh,-,-,0,0,1,81,16341,0,2356,0,524,0
1127,1127,1128,2020-04-20,5:00 PM,Assam,-,-,17,1,35,81,16341,0,2361,5,524,0
1128,1128,1129,2020-04-20,5:00 PM,Bihar,-,-,42,2,96,81,16351,10,2366,5,524,0
1129,1129,1130,2020-04-20,5:00 PM,Chandigarh,-,-,13,0,26,81,16354,3,2369,3,524,0
1130,1130,1131,2020-04-20,5:00 PM,Chhattisgarh,-,-,25,0,36,81,16354,0,2370,1,524,0
1131,1131,1132,2020-04-20,5:00 PM,Delhi,-,-,290,45,2003,81,16464,110,2588,218,526,2
1132,1132,1133,2020-04-20,5:00 PM,Goa,-,-,7,0,7,81,16464,0,2589,1,526,0
1133,1133,1134,2020-04-20,5:00 PM,Gujarat,-,-,106,67,1851,81,16711,247,2601,12,535,9
1134,1134,1135,2020-04-20,5:00 PM,Haryana,-,-,87,3,233,81,16711,0,2601,0,535,0
1135,1135,1136,2020-04-20,5:00 PM,Himachal Pradesh,-,-,16,1,39,81,16711,0,2601,0,535,0
1136,1136,1137,2020-04-20,5:00 PM,Jammu and Kashmir,-,-,56,5,350,81,16720,9,2606,5,535,0
1137,1137,1138,2020-04-20,5:00 PM,Jharkhand,-,-,0,2,42,81,16727,7,2606,0,535,0
1138,1138,1139,2020-04-20,5:00 PM,Karnataka,-,-,111,16,395,81,16738,11,2613,7,537,2
1139,1139,1140,2020-04-20,5:00 PM,Kerala,-,-,270,3,402,81,16740,2,2626,13,537,0
1140,1140,1141,2020-04-20,5:00 PM,Ladakh,-,-,14,0,18,81,16740,0,2626,0,537,0
1141,1141,1142,2020-04-20,5:00 PM,Madhya Pradesh,-,-,127,74,1485,81,16818,78,2626,0,541,4
1142,1142,1143,2020-04-20,5:00 PM,Maharashtra,-,-,507,223,4203,81,17370,552,2768,142,553,12
1143,1143,1144,2020-04-20,5:00 PM,Manipur,-,-,2,0,2,81,17370,0,2769,1,553,0
1144,1144,1145,2020-04-20,5:00 PM,Meghalaya,-,-,0,1,11,81,17370,0,2769,0,553,0
1145,1145,1146,2020-04-20,5:00 PM,Mizoram,-,-,0,0,1,81,17370,0,2769,0,553,0
1146,1146,1147,2020-04-20,5:00 PM,Nagaland,-,-,0,0,0,81,17370,0,2769,0,553,0
1147,1147,1148,2020-04-20,5:00 PM,Odisha,-,-,24,1,68,81,17377,7,2769,0,553,0
1148,1148,1149,2020-04-20,5:00 PM,Puducherry,-,-,3,0,7,81,17377,0,2769,0,553,0
1149,1149,1150,2020-04-20,5:00 PM,Punjab,-,-,31,16,219,81,17377,0,2769,0,553,0
1150,1150,1151,2020-04-20,5:00 PM,Rajasthan,-,-,183,14,1478,81,17504,127,2769,0,556,3
1151,1151,1152,2020-04-20,5:00 PM,Tamil Nadu,-,-,411,15,1477,81,17609,105,2815,46,556,0
1152,1152,1153,2020-04-20,5:00 PM,Telengana,-,-,190,21,873,81,17638,29,2819,4,559,3
1153,1153,1154,2020-04-20,5:00 PM,Tripura,-,-,1,0,2,81,17638,0,2819,0,559,0
1154,1154,1155,2020-04-20,5:00 PM,Uttarakhand,-,-,11,0,44,81,17640,2,2821,2,559,0
1155,1155,1156,2020-04-20,5:00 PM,Uttar Pradesh,-,-,129,17,1176,81,17732,92,2842,21,559,0
1156,1156,1157,2020-04-20,5:00 PM,West Bengal,-,-,66,12,339,81,17761,29,2846,4,559,0
